Cognoms de la població. 2023
Catalunya
Font: Idescat, a partir del Cens de població i habitatges anual de l'INE.
Nota: ‰ calculat sobre el total de la població.
Nota: Només es mostren els cognoms de freqüència igual o superior a 4.
.. Dada confidencial, amb baixa fiabilitat o no disponible
Institut d'Estadística de Catalunya
http://www.idescat.cat/cognoms/
Pos.;Cognom;Com a primer cognom. Freqüència;Com a primer cognom. ‰;Com a segon cognom. Freqüència;Com a segon cognom. ‰
33101;ABERTURO;13;0,00;9;0,00
37857;ABESADZE;16;0,00;..;..
59859;ABESAMIS;..;..;8;0,00
19364;ABESO;30;0,00;19;0,00
78738;ABESSAL;5;0,00;..;..
55921;ABETE;4;0,00;6;0,00
49517;ABETLLA;9;0,00;..;..
64882;ABETOY;8;0,00;..;..
103641;ABETTO;4;0,00;..;..
55921;ABETTOUY;7;0,00;..;..
46970;ABETTOY;12;0,00;..;..
103641;ABETYOUI;4;0,00;..;..
52458;ABEY;7;0,00;4;0,00
17319;ABEYA;29;0,00;29;0,00
78738;ABEZAAD;5;0,00;..;..
46970;ABEZAED;10;0,00;..;..
103641;ABEZIA;4;0,00;..;..
89030;ABEZIC;5;0,00;..;..
32147;ABEZIK;20;0,00;..;..
64882;ABGAR;7;0,00;..;..
70986;ABGARYAN;5;0,00;..;..
70986;ABGHE;7;0,00;..;..
36467;ABGHI;17;0,00;..;..
103641;ABGHOUCH;4;0,00;..;..
89030;ABGHOUNI;..;..;4;0,00
59859;ABGHY;9;0,00;..;..
89030;ABHISHEK;5;0,00;..;..
36467;ABI;16;0,00;..;..
103641;ABI AAD;4;0,00;..;..
103641;ABI KARAM;4;0,00;..;..
59859;ABI LAHCEN;5;0,00;4;0,00
8448;ABIA;80;0,01;78;0,00
44694;ABIAD;10;0,00;4;0,00
6235;ABIAN;113;0,01;123;0,02
70986;ABIB;7;0,00;..;..
89030;ABIBIS;..;..;4;0,00
37857;ABIBOU;13;0,00;5;0,00
4245;ABID;302;0,04;79;0,00
15693;ABIDA;43;0,00;24;0,00
64882;ABIDAL;6;0,00;..;..
55921;ABIDALLAH;10;0,00;..;..
49517;ABIDAR;7;0,00;5;0,00
55921;ABIDARMA;10;0,00;..;..
89030;ABIDE;5;0,00;..;..
59859;ABIDEEN;9;0,00;..;..
9717;ABIDI;93;0,01;38;0,00
49517;ABIDIN;10;0,00;..;..
59859;ABIDINE;4;0,00;5;0,00
89030;ABIDOU;4;0,00;..;..
70986;ABIDRMA;5;0,00;..;..
46970;ABIERTAS;7;0,00;6;0,00
23868;ABIETAR;17;0,00;19;0,00
89030;ABIKIDER;5;0,00;..;..
27578;ABIL;22;0,00;7;0,00
55921;ABILA;5;0,00;5;0,00
103641;ABILAHOUD;..;..;4;0,00
22207;ABILIO;18;0,00;22;0,00
14647;ABILLA;30;0,00;44;0,00
15693;ABILLAR;33;0,00;34;0,00
20834;ABILLEIRA;25;0,00;19;0,00
103641;ABILLERA;..;..;4;0,00
78738;ABIN;..;..;4;0,00
89030;ABINZANO;4;0,00;..;..
16757;ABIO;28;0,00;33;0,00
89030;ABIODUN;4;0,00;..;..
35255;ABIOL;8;0,00;12;0,00
103641;ABIOLA;4;0,00;..;..
29721;ABION;18;0,00;8;0,00
33101;ABIR;13;0,00;9;0,00
55921;ABIRI;6;0,00;4;0,00
42740;ABITA;15;0,00;..;..
89030;ABITABILE;5;0,00;..;..
59859;ABITBOL;..;..;6;0,00
89030;ABITOUCH;5;0,00;..;..
78738;ABIZA;..;..;4;0,00
7232;ABIZANDA;82;0,01;113;0,01
64882;ABJA;7;0,00;..;..
59859;ABJAOU;7;0,00;..;..
33101;ABJIJ;15;0,00;7;0,00
46970;ABJIL;10;0,00;..;..
37857;ABJIOU;18;0,00;..;..
64882;ABJJA;8;0,00;..;..
55921;ABKADRI;7;0,00;..;..
64882;ABKARI;..;..;5;0,00
89030;ABKAROVITS;4;0,00;..;..
103641;ABLACH;4;0,00;..;..
64882;ABLALET;8;0,00;..;..
64882;ABLALI;5;0,00;..;..
64882;ABLANEDO;..;..;6;0,00
103641;ABLARD;4;0,00;..;..
78738;ABLIGHLACH;5;0,00;..;..
64882;ABLIHOU;7;0,00;..;..
103641;ABLOTIA;4;0,00;..;..
78738;ABNANAY;6;0,00;..;..
49517;ABO;7;0,00;5;0,00
103641;ABO AMAR;4;0,00;..;..
22565;ABOAGYE;33;0,00;6;0,00
78738;ABOAGYEWAA;4;0,00;..;..
28965;ABOAL;20;0,00;7;0,00
103641;ABODOUH;..;..;4;0,00
70986;ABOGANEM;7;0,00;..;..
34146;ABOITIZ;16;0,00;5;0,00
25303;ABOLACIA;16;0,00;17;0,00
11013;ABOLAFIA;52;0,00;59;0,00
17714;ABOLAFIO;24;0,00;32;0,00
28254;ABOLLADO;8;0,00;20;0,00
26969;ABOLLO;16;0,00;14;0,00
26969;ABON;17;0,00;13;0,00
64882;ABONCE;4;0,00;4;0,00
70986;ABONIA;..;..;5;0,00
70986;ABONJO;5;0,00;..;..
89030;ABORAH;5;0,00;..;..
103641;ABOROUH;4;0,00;..;..
5417;ABOS;144;0,02;141;0,02
78738;ABOT;6;0,00;..;..
13911;ABOU;60;0,00;20;0,00
70986;ABOU ALLAL;5;0,00;..;..
103641;ABOU EL ASSA;..;..;4;0,00
64882;ABOU EL KHIR;8;0,00;..;..
64882;ABOU EL OUAFA;5;0,00;..;..
55921;ABOU FAIÇAL;4;0,00;6;0,00
103641;ABOU JAOUDE;4;0,00;..;..
89030;ABOU SAADA;5;0,00;..;..
64882;ABOU YAALA;7;0,00;..;..
64882;ABOUAAMIR;5;0,00;..;..
89030;ABOUACHIR;..;..;4;0,00
89030;ABOUAJEB;5;0,00;..;..
55921;ABOUALI;8;0,00;..;..
78738;ABOUALLA;6;0,00;..;..
78738;ABOUALLAL;6;0,00;..;..
103641;ABOUAMR;4;0,00;..;..
103641;ABOUAYAD;4;0,00;..;..
78738;ABOUAZZAOUI;6;0,00;..;..
64882;ABOUBAKR;8;0,00;..;..
103641;ABOUBEKRINE;4;0,00;..;..
78738;ABOUBOU;6;0,00;..;..
89030;ABOUCH;5;0,00;..;..
89030;ABOUCHDAK;4;0,00;..;..
64882;ABOUCHEBAT;6;0,00;..;..
103641;ABOUCHEIKH;4;0,00;..;..
52458;ABOUCHIBA;11;0,00;..;..
70986;ABOUCHIBAT;..;..;5;0,00
103641;ABOUCHRIF;4;0,00;..;..
70986;ABOUCHTATA;6;0,00;..;..
35255;ABOUD;15;0,00;5;0,00
25303;ABOUDAOUD;28;0,00;5;0,00
89030;ABOUDAR;5;0,00;..;..
89030;ABOUDEIR;5;0,00;..;..
42740;ABOUDI;11;0,00;4;0,00
103641;ABOUELAZ;4;0,00;..;..
46970;ABOUELHAKAM;10;0,00;..;..
103641;ABOUELJIHAD;4;0,00;..;..
89030;ABOUELMEH;5;0,00;..;..
78738;ABOUELOUAFA;6;0,00;..;..
103641;ABOUENNAIM;4;0,00;..;..
89030;ABOUFADEL;..;..;4;0,00
78738;ABOUFARIS;5;0,00;..;..
20238;ABOUHABOUCHA;35;0,00;11;0,00
26335;ABOUHAFS;22;0,00;9;0,00
103641;ABOUHAMMADI;4;0,00;..;..
17510;ABOUHRAIT;41;0,00;16;0,00
103641;ABOUHSSEN;4;0,00;..;..
78738;ABOUICH;..;..;4;0,00
52458;ABOUIMRANE;..;..;9;0,00
59859;ABOUINAN;8;0,00;..;..
89030;ABOUKARFA;5;0,00;..;..
89030;ABOUKOUISS;..;..;4;0,00
64882;ABOULALAA;6;0,00;..;..
70986;ABOULAS;..;..;4;0,00
103641;ABOULBARAKAT;4;0,00;..;..
78738;ABOULEBGAR;6;0,00;..;..
89030;ABOULEYAZID;5;0,00;..;..
64882;ABOULFARAH;8;0,00;..;..
103641;ABOULFATH;4;0,00;..;..
35255;ABOULFOUNOUN;20;0,00;..;..
103641;ABOULGASIM;4;0,00;..;..
27578;ABOULGHAZI;26;0,00;..;..
59859;ABOULHAOUL;9;0,00;..;..
89030;ABOULHASSEN;..;..;4;0,00
28965;ABOULKACEM;19;0,00;8;0,00
78738;ABOULKASSIM;..;..;5;0,00
78738;ABOULOUAFA;..;..;4;0,00
35255;ABOULQASIM;10;0,00;10;0,00
89030;ABOUMAROUAN;5;0,00;..;..
70986;ABOUMOUSSA;7;0,00;..;..
89030;ABOUNAIM;5;0,00;..;..
29721;ABOUNASR;23;0,00;..;..
49517;ABOURA;12;0,00;..;..
103641;ABOURACHED;4;0,00;..;..
64882;ABOURCHAD;8;0,00;..;..
31309;ABOURI;21;0,00;..;..
103641;ABOURIDA;4;0,00;..;..
78738;ABOUS;4;0,00;..;..
37857;ABOUSAID;13;0,00;5;0,00
59859;ABOUSEIR;8;0,00;..;..
40935;ABOUSSAID;8;0,00;8;0,00
70986;ABOUSSAIF;..;..;4;0,00
64882;ABOUSSALIH;..;..;7;0,00
28254;ABOUSSAOUD;21;0,00;7;0,00
55921;ABOUSSELLAM;6;0,00;4;0,00
37857;ABOUSSI;18;0,00;..;..
70986;ABOUSSIF;6;0,00;..;..
78738;ABOUTARIK;4;0,00;..;..
46970;ABOUTAYEB;12;0,00;..;..
103641;ABOUTOUFAIL;4;0,00;..;..
13559;ABOUYAALA;58;0,00;25;0,00
59859;ABOUYAAQOUB;9;0,00;..;..
24320;ABOUYACOUB;26;0,00;9;0,00
52458;ABOUYALA;9;0,00;..;..
64882;ABOUYAR;8;0,00;..;..
70986;ABOUZ;..;..;5;0,00
89030;ABOUZA;..;..;4;0,00
40935;ABOUZAHRA;8;0,00;8;0,00
103641;ABOUZARI;4;0,00;..;..
49517;ABOUZEID;7;0,00;5;0,00
103641;ABOUZIAN;4;0,00;..;..
19958;ABOUZRA;31;0,00;16;0,00
78738;ABOUZY;6;0,00;..;..
103641;ABOVIAN;4;0,00;..;..
44694;ABOVYAN;7;0,00;7;0,00
17920;ABOY;33;0,00;22;0,00
21837;ABRADO;25;0,00;16;0,00
7038;ABRAHAM;129;0,02;73;0,00
42740;ABRAHAMIAN;6;0,00;9;0,00
25303;ABRAHAMYAN;26;0,00;7;0,00
37857;ABRAHAN;9;0,00;9;0,00
70986;ABRAHANTE;..;..;4;0,00
64882;ABRAHAO;..;..;5;0,00
89030;ABRAHIM;4;0,00;..;..
24320;ABRAIRA;11;0,00;24;0,00
55921;ABRAJ;8;0,00;..;..
89030;ABRAK;..;..;4;0,00
20238;ABRALDES;30;0,00;16;0,00
20559;ABRAM;27;0,00;18;0,00
59859;ABRAMCHUK;9;0,00;..;..
78738;ABRAMCZYK;4;0,00;..;..
103641;ABRAMIA;4;0,00;..;..
103641;ABRAMIAN;4;0,00;..;..
64882;ABRAMISHVILI;8;0,00;..;..
33101;ABRAMO;17;0,00;5;0,00
31309;ABRAMOV;19;0,00;5;0,00
22565;ABRAMOVA;33;0,00;6;0,00
70986;ABRAMYAN;6;0,00;..;..
42740;ABRAN;12;0,00;..;..
59859;ABRANTE;7;0,00;..;..
18614;ABRANTES;37;0,00;15;0,00
64882;ABRAOUI;8;0,00;..;..
30501;ABRAR;21;0,00;4;0,00
70986;ABRARI;7;0,00;..;..
64882;ABRARY;8;0,00;..;..
10332;ABRAS;64;0,00;57;0,00
37857;ABRATE;10;0,00;8;0,00
89030;ABRE;..;..;4;0,00
34146;ABREDO;9;0,00;12;0,00
55921;ABREFA;10;0,00;..;..
7823;ABREGO;97;0,01;78;0,00
18371;ABREGU;22;0,00;31;0,00
64882;ABRENICA;5;0,00;..;..
55921;ABREO;5;0,00;5;0,00
70986;ABRES;4;0,00;..;..
1453;ABREU;645;0,08;639;0,08
46970;ABREUS;4;0,00;9;0,00
55921;ABREUT;6;0,00;4;0,00
59859;ABRID;9;0,00;..;..
24817;ABRIE;19;0,00;15;0,00
78738;ABRIGHECH;6;0,00;..;..
89030;ABRIGNANI;5;0,00;..;..
21155;ABRIGO;28;0,00;15;0,00
49517;ABRIGONDA;7;0,00;5;0,00
64882;ABRIHMOU;8;0,00;..;..
608;ABRIL;1.554;0,20;1.560;0,20
49517;ABRINES;4;0,00;8;0,00
36467;ABRINI;15;0,00;4;0,00
17920;ABRIO;30;0,00;25;0,00
52458;ABRIOUEL;7;0,00;4;0,00
70986;ABRIOUL;7;0,00;..;..
103641;ABRISHAMI;4;0,00;..;..
29721;ABRISQUETA;17;0,00;9;0,00
70986;ABRIZA;4;0,00;..;..
28254;ABRODOS;20;0,00;8;0,00
89030;ABROUK;4;0,00;..;..
32147;ABROUK EL ALAMI;11;0,00;12;0,00
89030;ABRUAL;..;..;4;0,00
24817;ABRUDAN;28;0,00;6;0,00
59859;ABRUÑA;..;..;6;0,00
70986;ABRUÑEDO;7;0,00;..;..
78738;ABRUTSKY;6;0,00;..;..
89030;ABSA LO;..;..;5;0,00
103641;ABSAID;4;0,00;..;..
22978;ABSELAM;26;0,00;12;0,00
36467;ABSIL;13;0,00;6;0,00
52458;ABT;7;0,00;4;0,00
70986;ABTAHIZADEH;5;0,00;..;..
89030;ABTOUI;5;0,00;..;..
19657;ABU;43;0,00;5;0,00
55921;ABU BAKAR;9;0,00;..;..
103641;ABU EL HADI;4;0,00;..;..
103641;ABU HADWAN;4;0,00;..;..
78738;ABU RMAILEH;5;0,00;..;..
64882;ABU SAIF;8;0,00;..;..
89030;ABU SEIF;5;0,00;..;..
89030;ABUABDU;5;0,00;..;..
64882;ABUAN;4;0,00;4;0,00
15056;ABUBAKAR;62;0,00;9;0,00
28254;ABUBAKARI;21;0,00;7;0,00
59859;ABUCAY;7;0,00;..;..
39378;ABUCHA;6;0,00;11;0,00
70986;ABUCHAIBE;..;..;4;0,00
29721;ABUD;18;0,00;8;0,00
55921;ABUEL;..;..;7;0,00
29721;ABUELO;17;0,00;9;0,00
78738;ABUGATTAS;6;0,00;..;..
103641;ABUGEWA;..;..;4;0,00
8722;ABUIN;83;0,01;68;0,00
42740;ABUIR;5;0,00;10;0,00
36467;ABUJA;11;0,00;8;0,00
55921;ABUJAS;5;0,00;5;0,00
39378;ABUJETA;7;0,00;10;0,00
103641;ABUKESHEK;4;0,00;..;..
32147;ABUL;17;0,00;6;0,00
52458;ABULADZE;9;0,00;..;..
33101;ABULARACH;13;0,00;9;0,00
70986;ABULENCIA;..;..;5;0,00
5601;ABULI;149;0,02;123;0,02
55921;ABULLON;..;..;8;0,00
103641;ABUMADIAN;4;0,00;..;..
59859;ABUMUAILEQ;9;0,00;..;..
89030;ABUNDO;4;0,00;..;..
103641;ABUNNACHAT;4;0,00;..;..
78738;ABUOBAKER;6;0,00;..;..
22207;ABURTO;15;0,00;25;0,00
103641;ABUSAHLIA;4;0,00;..;..
89030;ABUSLEME;..;..;4;0,00
78738;ABUSUBOH;6;0,00;..;..
70986;ABUTAIR;6;0,00;..;..
70986;ABUTNARITI;7;0,00;..;..
42740;ABUY;5;0,00;10;0,00
49517;ABUYE;4;0,00;8;0,00
70986;ABUZAR;7;0,00;..;..
89030;ABUZOOR;5;0,00;..;..
103641;ABUZUDA;4;0,00;..;..
78738;ABYS;..;..;4;0,00
59859;ABZAZOU;8;0,00;..;..
52458;ABZIT;7;0,00;4;0,00
39378;ABZIZ;10;0,00;7;0,00
78738;ACABADO;..;..;5;0,00
49517;ACACHAR;6;0,00;6;0,00
7007;ACACIO;108;0,01;95;0,01
44694;ACAIÑAS;..;..;12;0,00
89030;ACAKACH;5;0,00;..;..
26969;ACAL;11;0,00;19;0,00
103641;ACAME;..;..;4;0,00
39378;ACAPA;11;0,00;6;0,00
52458;ACAR;11;0,00;..;..
37857;ACARAPI;8;0,00;10;0,00
46970;ACARIN;7;0,00;6;0,00
27578;ACARO;15;0,00;14;0,00
78738;ACARREGUI;5;0,00;..;..
34146;ACARRETA;11;0,00;10;0,00
52458;ACASANDREI;8;0,00;..;..
64882;ACASIETE;4;0,00;4;0,00
55921;ACASIO;..;..;7;0,00
55921;ACASUSO;8;0,00;..;..
78738;ACATRINEI;5;0,00;..;..
89030;ACAY;..;..;5;0,00
46970;ACCARDO;9;0,00;4;0,00
5585;ACCENSI;155;0,02;118;0,01
44694;ACCETTA;10;0,00;4;0,00
78738;ACCION;4;0,00;..;..
78738;ACCONCIA;6;0,00;..;..
70986;ACCORSI;7;0,00;..;..
89030;ACCOUSE;5;0,00;..;..
70986;ACCUOSTO;..;..;4;0,00
34146;ACDI;11;0,00;10;0,00
36467;ACEA;9;0,00;10;0,00
10651;ACEBAL;61;0,00;55;0,00
6092;ACEBEDO;112;0,01;130;0,02
5936;ACEBES;109;0,01;142;0,02
35255;ACEBEY;11;0,00;9;0,00
31309;ACEBILLO;15;0,00;9;0,00
6958;ACEBO;98;0,01;107;0,01
12234;ACEBRON;42;0,00;54;0,00
59859;ACEBUCHE;5;0,00;4;0,00
11211;ACED;53;0,00;55;0,00
842;ACEDO;1.099;0,14;1.182;0,15
21155;ACEIJAS;19;0,00;24;0,00
52458;ACEITERO;..;..;9;0,00
10280;ACEITON;70;0,00;52;0,00
29721;ACEITUNA;16;0,00;10;0,00
1781;ACEITUNO;488;0,06;543;0,07
89030;ACELAS;..;..;4;0,00
14132;ACEMEL;37;0,00;41;0,00
70986;ACENA;5;0,00;..;..
103641;ACENJO;..;..;4;0,00
55921;ACENSO;4;0,00;6;0,00
5151;ACEÑA;163;0,02;138;0,02
33101;ACEÑERO;11;0,00;11;0,00
52458;ACEÑON;..;..;8;0,00
31309;ACER;13;0,00;11;0,00
10070;ACERA;65;0,00;60;0,00
70986;ACERBI;4;0,00;..;..
49517;ACERBONI;6;0,00;6;0,00
30501;ACEREDA;13;0,00;12;0,00
34146;ACERET;11;0,00;10;0,00
14779;ACERETE;36;0,00;37;0,00
49517;ACERETO;7;0,00;5;0,00
1998;ACERO;501;0,06;409;0,05
70986;ACEROS;6;0,00;..;..
21837;ACETA;27;0,00;14;0,00
49517;ACETO;8;0,00;4;0,00
70986;ACETUNO;..;..;5;0,00
768;ACEVEDO;1.263;0,16;1.241;0,16
10280;ACEVES;61;0,00;61;0,00
26969;ACEYTUNO;14;0,00;16;0,00
27578;ACEZAT;18;0,00;11;0,00
64882;ACH HAB;6;0,00;..;..
7439;ACHA;98;0,01;89;0,01
70986;ACHAABAN;..;..;4;0,00
64882;ACHAACH;..;..;5;0,00
103641;ACHAALAAL;4;0,00;..;..
21501;ACHAB;27;0,00;15;0,00
37857;ACHABA;14;0,00;4;0,00
103641;ACHABAR;4;0,00;..;..
39378;ACHABBAK;12;0,00;5;0,00
55921;ACHABDAN;6;0,00;4;0,00
64882;ACHACH;5;0,00;..;..
64882;ACHACHI;..;..;6;0,00
52458;ACHACOLLO;7;0,00;4;0,00
70986;ACHADDAD;7;0,00;..;..
40935;ACHAERANDIO;13;0,00;..;..
70986;ACHAFCHAF;5;0,00;..;..
103641;ACHAFRAR;4;0,00;..;..
10070;ACHAHBAR;95;0,01;30;0,00
19958;ACHAHBOUN;36;0,00;11;0,00
37857;ACHAHBOUNE;16;0,00;..;..
21155;ACHAHCHAH;38;0,00;5;0,00
103641;ACHAHCHAI;4;0,00;..;..
28254;ACHAHOUR;19;0,00;9;0,00
46970;ACHAHUANCO;4;0,00;9;0,00
103641;ACHAIR;4;0,00;..;..
19657;ACHAK;39;0,00;9;0,00
70986;ACHAKKAR;4;0,00;..;..
28965;ACHAKRAOU;26;0,00;..;..
33101;ACHALANDABASO;14;0,00;8;0,00
36467;ACHALHE;14;0,00;5;0,00
11686;ACHALHI;69;0,00;33;0,00
40935;ACHALIOUI;12;0,00;4;0,00
16352;ACHAMLAL;37;0,00;26;0,00
89030;ACHAMMAR;5;0,00;..;..
24817;ACHAMROUK;28;0,00;6;0,00
52458;ACHAMSSE;7;0,00;4;0,00
64882;ACHANDIR;5;0,00;..;..
103641;ACHANTANI;4;0,00;..;..
44694;ACHAOUACH;8;0,00;6;0,00
89030;ACHAOUALID;..;..;4;0,00
103641;ACHAOUARDI;4;0,00;..;..
27578;ACHAOUI;20;0,00;9;0,00
46970;ACHAQ;12;0,00;..;..
49517;ACHAR;10;0,00;..;..
89030;ACHARAI;4;0,00;..;..
103641;ACHARAT;4;0,00;..;..
55921;ACHARD;7;0,00;..;..
103641;ACHAREB;..;..;4;0,00
42740;ACHARGUI;6;0,00;9;0,00
40935;ACHARIF;9;0,00;7;0,00
37857;ACHARKAOUI;11;0,00;7;0,00
7175;ACHARKI;133;0,02;64;0,00
78738;ACHARKOUK;6;0,00;..;..
103641;ACHARMID;4;0,00;..;..
23413;ACHAROUI;29;0,00;8;0,00
35255;ACHARRAT;10;0,00;10;0,00
59859;ACHARROUTI;..;..;6;0,00
22207;ACHARYA;30;0,00;10;0,00
26969;ACHATA;18;0,00;12;0,00
103641;ACHATIOUI;4;0,00;..;..
103641;ACHATOUI;4;0,00;..;..
22565;ACHAU;14;0,00;25;0,00
30501;ACHAVAL;19;0,00;6;0,00
44694;ACHBAB;7;0,00;7;0,00
59859;ACHBABI;8;0,00;..;..
46970;ACHBANI;8;0,00;5;0,00
34146;ACHBAR;15;0,00;6;0,00
52458;ACHBAROU;6;0,00;5;0,00
89030;ACHBARROU;..;..;4;0,00
78738;ACHBIHI;6;0,00;..;..
89030;ACHBIL;4;0,00;..;..
89030;ACHBOUN;..;..;4;0,00
39378;ACHCAOUCAOU;11;0,00;6;0,00
55921;ACHCAT;10;0,00;..;..
37857;ACHCHAB;13;0,00;5;0,00
103641;ACHCHAQ;4;0,00;..;..
103641;ACHCHARIF;4;0,00;..;..
89030;ACHCHARIFI;5;0,00;..;..
78738;ACHCHI;..;..;4;0,00
70986;ACHCHOUTE;4;0,00;..;..
89030;ACHDIK;5;0,00;..;..
23868;ACHE;17;0,00;19;0,00
25852;ACHEAMPONG;25;0,00;7;0,00
70986;ACHEARI;6;0,00;..;..
49517;ACHEBAH;8;0,00;4;0,00
59859;ACHEBAK;9;0,00;..;..
70986;ACHEBAN;7;0,00;..;..
55921;ACHEDDAD;8;0,00;..;..
103641;ACHEKHAN;4;0,00;..;..
28965;ACHELHI;7;0,00;20;0,00
14393;ACHELL;39;0,00;37;0,00
24320;ACHEMLAL;25;0,00;10;0,00
103641;ACHENTINE;4;0,00;..;..
103641;ACHEPPAH;4;0,00;..;..
89030;ACHERAT;5;0,00;..;..
36467;ACHERKI;9;0,00;10;0,00
12586;ACHERKOUK;68;0,00;24;0,00
89030;ACHERMOUK;5;0,00;..;..
37857;ACHERNAN;16;0,00;..;..
55921;ACHEROUID;6;0,00;4;0,00
25852;ACHERRAT;23;0,00;9;0,00
49517;ACHETIB;..;..;9;0,00
70986;ACHFARI;5;0,00;..;..
37857;ACHFI;12;0,00;6;0,00
49517;ACHFIA;6;0,00;6;0,00
34146;ACHGHOUYAB;16;0,00;5;0,00
13773;ACHHAB;58;0,00;23;0,00
36467;ACHHIBA;16;0,00;..;..
64882;ACHHIBI;..;..;6;0,00
27578;ACHHOUD;22;0,00;7;0,00
42740;ACHI;13;0,00;..;..
26969;ACHIAA;12;0,00;18;0,00
46970;ACHIAGA;7;0,00;6;0,00
22565;ACHIBANE;35;0,00;4;0,00
40935;ACHIBANI;11;0,00;5;0,00
103641;ACHIBOU;4;0,00;..;..
103641;ACHICHA;4;0,00;..;..
26335;ACHIG;15;0,00;16;0,00
44694;ACHIGAR;11;0,00;..;..
89030;ACHIJ;5;0,00;..;..
64882;ACHIK;7;0,00;..;..
59859;ACHIKHAN;5;0,00;4;0,00
89030;ACHILLE;4;0,00;..;..
25852;ACHIM;28;0,00;4;0,00
70986;ACHINA;4;0,00;..;..
70986;ACHING;..;..;5;0,00
59859;ACHINTE;..;..;7;0,00
44694;ACHIOUN;11;0,00;..;..
28965;ACHIR;25;0,00;..;..
89030;ACHKAOUKAOU;5;0,00;..;..
64882;ACHKAR;7;0,00;..;..
36467;ACHKARA;12;0,00;7;0,00
44694;ACHKARA KHOSSOU;13;0,00;..;..
78738;ACHKARI;..;..;4;0,00
103641;ACHKIF;4;0,00;..;..
78738;ACHKIR;4;0,00;..;..
39378;ACHKIROU;12;0,00;5;0,00
49517;ACHKOUN;9;0,00;..;..
44694;ACHKOUR;12;0,00;..;..
64882;ACHLAM;4;0,00;4;0,00
103641;ACHLOUAOU;4;0,00;..;..
52458;ACHLOUCH;11;0,00;..;..
89030;ACHMAJ;..;..;4;0,00
44694;ACHMAKH;4;0,00;10;0,00
59859;ACHMAL;7;0,00;..;..
103641;ACHMIA;4;0,00;..;..
49517;ACHMID;4;0,00;8;0,00
103641;ACHMIZ;4;0,00;..;..
78738;ACHMORRA;..;..;4;0,00
44694;ACHNAK;11;0,00;..;..
64882;ACHNITE;6;0,00;..;..
28965;ACHO;14;0,00;13;0,00
70986;ACHOCALLA;..;..;5;0,00
11686;ACHON;69;0,00;33;0,00
23868;ACHONDO;25;0,00;11;0,00
64882;ACHORAK;6;0,00;..;..
78738;ACHOU;6;0,00;..;..
39378;ACHOUAL;12;0,00;5;0,00
20559;ACHOUBA;21;0,00;24;0,00
40935;ACHOUCH;11;0,00;5;0,00
70986;ACHOUCHOU;7;0,00;..;..
64882;ACHOUGHI;..;..;6;0,00
78738;ACHOUIRD;6;0,00;..;..
59859;ACHOUIRIF;9;0,00;..;..
17510;ACHOUITAR;41;0,00;16;0,00
18371;ACHOUITI;46;0,00;7;0,00
19657;ACHOUKHI;36;0,00;12;0,00
89030;ACHOUKHY;5;0,00;..;..
11776;ACHOUR;68;0,00;33;0,00
89030;ACHOURGUI;5;0,00;..;..
33101;ACHOURI;18;0,00;4;0,00
89030;ACHOUT;5;0,00;..;..
64882;ACHOUYAD;8;0,00;..;..
103641;ACHQIR;4;0,00;..;..
89030;ACHQRA;5;0,00;..;..
70986;ACHRAF;7;0,00;..;..
103641;ACHRAK;4;0,00;..;..
78738;ACHRAKI;4;0,00;..;..
78738;ACHRAO;6;0,00;..;..
28254;ACHRAOU;26;0,00;..;..
46970;ACHRIF;8;0,00;5;0,00
103641;ACHRINE;4;0,00;..;..
46970;ACHTIBAT;11;0,00;..;..
35255;ACHTIOUI;19;0,00;..;..
52458;ACHTITAH;6;0,00;5;0,00
55921;ACHTOUT;9;0,00;..;..
44694;ACHU;11;0,00;..;..
24817;ACHUCARRO;13;0,00;21;0,00
103641;ACHUGAMONYE;4;0,00;..;..
40935;ACHURRA;10;0,00;6;0,00
46970;ACHURY;7;0,00;6;0,00
78738;ACHUTEGUI;..;..;4;0,00
78738;ACIDO;..;..;4;0,00
78738;ACIDRE;..;..;5;0,00
46970;ACIDRES;11;0,00;..;..
18866;ACIEGO;30;0,00;21;0,00
6006;ACIEN;104;0,01;143;0,02
103641;AÇIKER;4;0,00;..;..
78738;ACIMAN;5;0,00;..;..
5313;ACIN;161;0,02;130;0,02
18866;ACINAS;27;0,00;24;0,00
103641;ACIOBANITEI;4;0,00;..;..
103641;ACIOCOITEI;4;0,00;..;..
36467;ACIRON;..;..;16;0,00
89030;ACITORES;..;..;5;0,00
52458;ACKAH;5;0,00;6;0,00
39378;ACKERMANN;9;0,00;8;0,00
64882;ACKINE;4;0,00;4;0,00
70986;ACKON;4;0,00;..;..
70986;ACLE;..;..;6;0,00
70986;ACOBA;6;0,00;..;..
103641;ACOIN;4;0,00;..;..
8406;ACON;75;0,00;84;0,01
59859;ACONDA;6;0,00;..;..
103641;ACONSTANTINESE;4;0,00;..;..
70986;ACORDAGOICOECHEA;4;0,00;..;..
46970;ACORDAGOITIA;11;0,00;..;..
230;ACOSTA;3.849;0,49;3.842;0,49
31309;ACOSTUPA;8;0,00;16;0,00
55921;ACOZAR;7;0,00;..;..
59859;ACPAL;5;0,00;4;0,00
28965;ACQUAH;24;0,00;..;..
70986;ACQUARONE;5;0,00;..;..
78738;ACQUATI;6;0,00;..;..
44694;ACQUAVIVA;10;0,00;4;0,00
78738;ACRI;5;0,00;..;..
